2	497
3	313
5	214
7	177
11	144
13	134
17	121
19	117
23	110
29	102
31	100
37	95
41	93
43	92
47	89
53	87
59	84
61	84
67	82
71	81
73	80
79	79
83	78
89	77
97	75
101	75
103	74
107	74
109	73
113	73
127	71
131	71
137	70
139	70
149	69
151	69
157	68
163	68
167	67
173	67
179	66
181	66
191	66
193	65
197	65
199	65
211	64
223	64
227	63
229	63
233	63
239	63
241	63
251	62
257	62
263	62
269	62
271	61
277	61
281	61
283	61
293	61
307	60
311	60
313	60
317	60
331	59
337	59
347	59
349	59
353	59
359	59
367	58
373	58
379	58
383	58
389	58
397	58
401	57
409	57
419	57
421	57
431	57
433	57
439	57
443	56
449	56
457	56
461	56
463	56
467	56
479	56
487	56
491	56
499	55
503	55
509	55
521	55
523	55
541	55
547	55
557	54
563	54
569	54
571	54
577	54
587	54
593	54
599	54
601	54
607	54
613	54
617	54
619	54
631	53
641	53
643	53
647	53
653	53
659	53
661	53
673	53
677	53
683	53
691	53
701	53
709	52
719	52
727	52
733	52
739	52
743	52
751	52
757	52
761	52
769	52
773	52
787	52
797	52
809	51
811	51
821	51
823	51
827	51
829	51
839	51
853	51
857	51
859	51
863	51
877	51
881	51
883	51
887	51
907	51
911	51
919	50
929	50
937	50
941	50
947	50
953	50
967	50
971	50
977	50
983	50
991	50
997	50
1009	50
1013	50
1019	50
1021	50
1031	50
1033	50
1039	50
1049	49
1051	49
1061	49
1063	49
1069	49
1087	49
1091	49
1093	49
1097	49
1103	49
1109	49
1117	49
1123	49
1129	49
1151	49
1153	49
1163	49
1171	49
1181	49
1187	49
1193	49
1201	49
1213	48
1217	48
1223	48
1229	48
1231	48
1237	48
1249	48
1259	48
1277	48
1279	48
1283	48
1289	48
1291	48
1297	48
1301	48
1303	48
1307	48
1319	48
1321	48
1327	48
1361	48
1367	48
1373	48
1381	48
1399	48
1409	47
1423	47
1427	47
1429	47
1433	47
1439	47
1447	47
1451	47
1453	47
1459	47
1471	47
1481	47
1483	47
1487	47
1489	47
1493	47
1499	47
1511	47
1523	47
1531	47
1543	47
1549	47
1553	47
1559	47
1567	47
1571	47
1579	47
1583	47
1597	47
1601	47
1607	47
1609	47
1613	47
1619	47
1621	47
1627	47
1637	47
1657	46
1663	46
1667	46
1669	46
1693	46
1697	46
1699	46
1709	46
1721	46
1723	46
1733	46
1741	46
1747	46
1753	46
1759	46
1777	46
1783	46
1787	46
1789	46
1801	46
1811	46
1823	46
1831	46
1847	46
1861	46
1867	46
1871	46
1873	46
1877	46
1879	46
1889	46
1901	46
1907	46
1913	46
1931	45
1933	45
1949	45
1951	45
1973	45
1979	45
1987	45
1993	45
1997	45
1999	45
2003	45
2011	45
2017	45
2027	45
2029	45
2039	45
2053	45
2063	45
2069	45
2081	45
2083	45
2087	45
2089	45
2099	45
2111	45
2113	45
2129	45
2131	45
2137	45
2141	45
2143	45
2153	45
2161	45
2179	45
2203	45
2207	45
2213	45
2221	45
2237	45
2239	45
2243	45
2251	45
2267	45
2269	45
2273	45
2281	45
2287	44
2293	44
2297	44
2309	44
2311	44
2333	44
2339	44
2341	44
2347	44
2351	44
2357	44
2371	44
2377	44
2381	44
2383	44
2389	44
2393	44
2399	44
2411	44
2417	44
2423	44
2437	44
2441	44
2447	44
2459	44
2467	44
2473	44
2477	44
2503	44
2521	44
2531	44
2539	44
2543	44
2549	44
2551	44
2557	44
2579	44
2591	44
2593	44
2609	44
2617	44
2621	44
2633	44
2647	44
2657	44
2659	44
2663	44
2671	44
2677	44
2683	44
2687	44
2689	44
2693	44
2699	44
2707	44
2711	44
2713	44
2719	44
2729	44
2731	43
2741	43
2749	43
2753	43
2767	43
2777	43
2789	43
2791	43
2797	43
2801	43
2803	43
2819	43
2833	43
2837	43
2843	43
2851	43
2857	43
2861	43
2879	43
2887	43
2897	43
2903	43
2909	43
2917	43
2927	43
2939	43
2953	43
2957	43
2963	43
2969	43
2971	43
2999	43
3001	43
3011	43
3019	43
3023	43
3037	43
3041	43
3049	43
3061	43
3067	43
3079	43
3083	43
3089	43
3109	43
3119	43
3121	43
3137	43
3163	43
3167	43
3169	43
3181	43
3187	43
3191	43
3203	43
3209	43
3217	43
3221	43
3229	43
3251	43
3253	43
3257	43
3259	43
3271	43
3299	42
3301	42
3307	42
3313	42
3319	42
3323	42
3329	42
3331	42
3343	42
3347	42
3359	42
3361	42
3371	42
3373	42
3389	42
3391	42
3407	42
3413	42
3433	42
3449	42
3457	42
3461	42
3463	42
3467	42
3469	42
3491	42
3499	42
3511	42
3517	42
3527	42
3529	42
3533	42
3539	42
3541	42
3547	42
3557	42
3559	42
3571	42
3581	42
3583	42
3593	42
3607	42
3613	42
3617	42
3623	42
3631	42
3637	42
3643	42
3659	42
3671	42
3673	42
3677	42
3691	42
3697	42
3701	42
3709	42
3719	42
3727	42
3733	42
3739	42
3761	42
3767	42
3769	42
3779	42
3793	42
3797	42
3803	42
3821	42
3823	42
3833	42
3847	42
3851	42
3853	42
3863	42
3877	42
3881	42
3889	42
3907	42
3911	42
3917	42
3919	42
3923	42
3929	42
3931	42
3943	42
3947	42
3967	42
3989	42
4001	41
4003	41
4007	41
4013	41
4019	41
4021	41
4027	41
4049	41
4051	41
4057	41
4073	41
4079	41
4091	41
4093	41
4099	41
4111	41
4127	41
4129	41
4133	41
4139	41
4153	41
4157	41
4159	41
4177	41
4201	41
4211	41
4217	41
4219	41
4229	41
4231	41
4241	41
4243	41
4253	41
4259	41
4261	41
4271	41
4273	41
4283	41
4289	41
4297	41
4327	41
4337	41
4339	41
4349	41
4357	41
4363	41
4373	41
4391	41
4397	41
4409	41
4421	41
4423	41
4441	41
4447	41
4451	41
4457	41
4463	41
4481	41
4483	41
4493	41
4507	41
4513	41
4517	41
4519	41
4523	41
4547	41
4549	41
4561	41
4567	41
4583	41
4591	41
4597	41
4603	41
4621	41
4637	41
4639	41
4643	41
4649	41
4651	41
4657	41
4663	41
4673	41
4679	41
4691	41
4703	41
4721	41
4723	41
4729	41
4733	41
4751	41
4759	41
4783	41
4787	41
4789	41
4793	41
4799	41
4801	41
4813	41
4817	41
4831	41
4861	41
4871	41
4877	41
4889	41
4903	41
4909	40
4919	40
4931	40
4933	40
